student_id,age,gender,school_type,location,math_score,english_score,science_score,history_score,attendance_rate,study_hours_per_week,parental_education_level,household_income,internet_access,recommended_stream,parental_career,extracurricular_activity,interest
S0489,18,Female,Public,Rural,39,96,60,56,66,13,Tertiary,4975,Yes,Business,Business,Science Club,Business
S0490,16,Female,Public,Urban,60,88,85,51,94,18,Primary,8102,Yes,Humanities,Education,Entrepreneurship Club,Humanities
S0491,15,Male,Public,Urban,51,87,53,85,80,27,Primary,3184,No,Arts,Business,Science Club,Business
S0492,19,Female,Public,Rural,58,88,79,95,40,8,Secondary,5327,No,Arts,Education,Entrepreneurship Club,Humanities
S0493,18,Male,Public,Urban,91,89,38,77,47,16,Secondary,5394,No,Healthcare,Technology,Music,Arts
S0494,15,Female,Public,Rural,74,58,88,57,62,21,Primary,2127,Yes,Humanities,Business,Entrepreneurship Club,Humanities
S0495,19,Male,Private,Urban,67,73,45,44,77,29,Tertiary,4065,Yes,Humanities,Technology,None,STEM
S0496,15,Male,Private,Urban,73,46,68,70,45,20,Tertiary,3816,No,Healthcare,Business,Music,Business
S0497,17,Female,Private,Urban,72,56,58,81,61,7,Primary,7854,Yes,Business,Education,Entrepreneurship Club,Arts
S0498,15,Female,Private,Rural,59,82,70,93,64,25,Primary,8709,No,Business,Education,Music,STEM
S0499,15,Female,Private,Urban,95,48,51,49,57,14,Secondary,2569,No,Humanities,Technology,Sports,Humanities
S0500,15,Male,Private,Rural,82,78,81,69,56,27,Tertiary,7442,Yes,STEM,Technology,Entrepreneurship Club,STEM
S0001,18,Male,Private,Urban,88,81,98,71,51,21,Primary,3895,Yes,STEM,Technology,Sports,Humanities
S0002,19,Female,Public,Urban,80,63,55,48,45,28,Secondary,4733,Yes,Healthcare,Arts,None,Healthcare
S0003,17,Female,Private,Urban,41,45,54,77,65,24,Secondary,5863,No,Humanities,Healthcare,None,Healthcare
S0004,19,Male,Private,Urban,85,77,61,86,66,4,Secondary,6721,No,Healthcare,Technology,Entrepreneurship Club,Healthcare
S0005,19,Male,Public,Urban,61,90,91,51,47,21,Secondary,9455,No,Business,Technology,None,Business
S0006,16,Male,Public,Rural,40,47,75,73,58,17,Secondary,6014,No,STEM,Technology,None,Business
S0007,17,Female,Private,Rural,70,98,46,100,81,13,Secondary,4901,Yes,Business,Education,None,Business
S0008,17,Female,Private,Rural,91,99,100,52,40,24,Secondary,3686,No,STEM,Business,Music,Humanities
S0009,17,Male,Private,Rural,46,88,67,75,68,17,Secondary,5009,Yes,Healthcare,Healthcare,Music,Business
S0010,19,Male,Private,Rural,43,63,61,63,84,16,Primary,9806,Yes,Arts,Education,Entrepreneurship Club,Arts
S0011,18,Female,Private,Urban,55,54,93,96,88,21,Secondary,2154,Yes,Humanities,Business,Sports,Healthcare
S0012,17,Male,Public,Urban,47,89,66,61,74,24,Secondary,4537,Yes,Healthcare,Arts,Entrepreneurship Club,STEM
S0013,19,Male,Private,Rural,91,44,78,97,79,7,Tertiary,3409,No,Business,Technology,Music,Arts
S0014,16,Male,Public,Urban,58,40,90,59,53,6,Secondary,6057,Yes,Healthcare,Arts,Music,Healthcare
S0015,18,Male,Public,Rural,67,65,89,74,74,12,Secondary,2784,No,Arts,Business,Sports,Business
S0016,16,Female,Private,Rural,44,52,82,74,87,14,Primary,5175,Yes,Arts,Business,None,Business
S0017,18,Female,Public,Urban,57,42,57,57,84,15,Secondary,9560,No,Healthcare,Arts,Sports,Humanities
S0018,19,Male,Private,Rural,91,59,70,43,59,17,Secondary,9978,No,Arts,Technology,Music,Humanities
S0019,15,Male,Public,Urban,48,71,87,63,95,10,Tertiary,6341,No,Humanities,Healthcare,Entrepreneurship Club,Healthcare
S0020,18,Female,Private,Rural,71,54,45,49,88,29,Primary,9343,Yes,Business,Technology,None,Arts
S0021,16,Female,Private,Rural,57,95,70,55,52,19,Secondary,9206,Yes,Business,Healthcare,Sports,Humanities
S0022,19,Female,Public,Rural,87,89,56,75,77,25,Secondary,7596,No,Business,Arts,Sports,Healthcare
S0023,18,Male,Public,Urban,58,87,71,77,88,25,Primary,7801,No,Humanities,Business,Entrepreneurship Club,Business
S0024,15,Male,Public,Urban,64,44,57,96,85,26,Tertiary,4806,No,Humanities,Education,Music,Humanities
S0025,15,Female,Public,Rural,100,99,98,58,88,17,Secondary,2537,No,Healthcare,Education,Science Club,Humanities
S0026,17,Female,Private,Urban,75,68,56,68,47,30,Secondary,7986,No,STEM,Arts,Sports,Healthcare
S0027,17,Male,Public,Rural,86,70,87,89,82,12,Primary,3841,No,Business,Technology,Music,Business
S0028,16,Male,Private,Urban,78,73,59,71,59,15,Primary,7016,No,STEM,Technology,Entrepreneurship Club,Humanities
S0029,18,Male,Private,Rural,51,62,80,46,72,14,Secondary,4455,No,Business,Healthcare,Science Club,Humanities
S0030,18,Male,Private,Urban,82,58,68,96,65,20,Primary,2524,No,Arts,Technology,Music,Arts
S0031,17,Female,Public,Urban,88,70,54,84,78,3,Primary,8971,No,Healthcare,Healthcare,Music,Business
S0032,18,Female,Public,Urban,84,98,61,91,60,6,Secondary,7625,Yes,STEM,Technology,Entrepreneurship Club,Humanities
S0033,18,Male,Private,Urban,72,94,74,56,92,21,Tertiary,4950,No,STEM,Arts,Entrepreneurship Club,Humanities
S0034,15,Female,Private,Rural,57,60,58,89,88,7,Tertiary,9992,No,STEM,Arts,Sports,Humanities
S0035,17,Female,Private,Urban,85,83,65,64,81,12,Primary,6131,No,Business,Business,Sports,Arts
S0036,19,Male,Public,Urban,77,84,83,95,82,11,Secondary,6780,Yes,Healthcare,Arts,None,Arts
S0037,17,Female,Public,Rural,65,56,97,52,93,21,Secondary,6115,Yes,STEM,Business,None,STEM
S0038,19,Female,Private,Rural,64,59,61,81,80,14,Secondary,4368,No,STEM,Healthcare,Music,Business
S0039,15,Male,Public,Rural,78,58,86,70,48,6,Secondary,5847,No,Healthcare,Business,None,Arts
S0040,16,Male,Private,Urban,64,83,87,47,63,24,Tertiary,8655,No,Humanities,Business,None,Healthcare
S0041,18,Male,Private,Urban,48,56,39,59,76,8,Tertiary,6495,Yes,Arts,Healthcare,Science Club,Humanities
S0042,15,Male,Private,Urban,47,65,80,91,88,22,Primary,4701,No,Healthcare,Arts,Science Club,Healthcare
S0043,18,Male,Public,Rural,38,93,58,56,80,17,Tertiary,2971,Yes,Arts,Arts,Sports,STEM
S0044,16,Female,Private,Rural,55,76,44,75,56,26,Primary,8002,No,Humanities,Arts,None,Healthcare
S0045,16,Female,Public,Urban,51,89,62,82,63,3,Tertiary,8614,No,Humanities,Education,None,Humanities
S0046,15,Male,Public,Urban,90,68,59,92,60,6,Tertiary,3166,Yes,Healthcare,Arts,Music,Business
S0047,16,Female,Public,Urban,58,75,86,48,90,19,Tertiary,7211,No,Arts,Business,Music,STEM
S0048,19,Male,Private,Urban,49,53,48,46,78,21,Primary,9521,Yes,Healthcare,Healthcare,None,Business
S0049,16,Male,Public,Urban,56,87,54,55,94,15,Primary,6929,Yes,Healthcare,Healthcare,Music,STEM
S0050,18,Female,Public,Urban,64,86,51,90,80,19,Tertiary,7919,No,STEM,Arts,Entrepreneurship Club,Healthcare
S0051,18,Female,Private,Urban,77,76,98,61,78,22,Secondary,4774,No,Arts,Technology,Sports,Humanities
S0052,18,Female,Public,Urban,39,73,94,68,52,25,Secondary,3982,No,Healthcare,Business,None,Healthcare
S0053,18,Female,Private,Urban,66,99,92,90,50,9,Secondary,2853,No,Humanities,Healthcare,None,Business
S0054,19,Male,Public,Rural,45,87,94,84,85,29,Primary,6146,No,STEM,Education,Entrepreneurship Club,Arts
S0055,17,Male,Private,Rural,77,90,100,78,58,20,Secondary,5736,Yes,Humanities,Arts,Music,Business
S0056,15,Female,Private,Rural,58,74,60,88,50,9,Secondary,5769,Yes,STEM,Healthcare,Sports,Business
S0057,18,Female,Private,Rural,49,60,85,71,52,17,Primary,2574,No,Arts,Education,Science Club,STEM
S0058,16,Female,Private,Rural,59,93,96,45,85,10,Secondary,5261,Yes,Arts,Business,None,Humanities
S0059,18,Male,Public,Urban,52,88,58,91,84,21,Tertiary,3148,No,Humanities,Arts,Music,Arts
S0060,16,Male,Private,Urban,49,94,99,97,40,8,Primary,8293,Yes,Humanities,Education,None,STEM
S0061,16,Male,Public,Rural,67,62,80,78,79,12,Tertiary,8457,Yes,Humanities,Business,Sports,Healthcare
S0062,18,Male,Private,Urban,46,97,94,82,83,20,Secondary,8713,No,Humanities,Healthcare,Music,Business
S0063,19,Male,Public,Rural,67,89,73,46,58,12,Primary,9509,Yes,STEM,Technology,Science Club,STEM
S0064,16,Female,Private,Rural,96,45,82,67,51,27,Tertiary,8448,Yes,Arts,Education,Music,Arts
S0065,16,Male,Private,Rural,75,99,51,60,47,5,Primary,3715,Yes,Healthcare,Education,Entrepreneurship Club,Healthcare
S0066,18,Male,Public,Urban,72,94,66,58,47,21,Secondary,6777,No,STEM,Business,Science Club,Humanities
S0067,16,Male,Private,Urban,66,88,48,58,92,20,Tertiary,6933,Yes,Humanities,Healthcare,Science Club,STEM
S0068,16,Female,Private,Rural,56,79,77,70,84,15,Primary,5854,No,Business,Technology,None,Business
S0069,18,Male,Public,Urban,42,70,98,53,51,30,Secondary,7173,No,Healthcare,Technology,Music,Arts
S0070,18,Male,Public,Rural,88,51,94,91,87,7,Primary,9146,No,Healthcare,Technology,None,Humanities
S0071,15,Female,Public,Rural,60,44,63,91,72,18,Secondary,4491,No,Humanities,Education,None,Healthcare
S0072,19,Female,Public,Urban,98,39,55,94,84,25,Primary,4660,Yes,Business,Education,Music,Business
S0073,19,Male,Private,Urban,85,55,47,52,65,13,Primary,9136,No,Business,Business,None,Arts
S0074,16,Female,Private,Rural,87,87,96,85,78,22,Tertiary,8407,No,Arts,Healthcare,Music,Humanities
S0075,19,Male,Private,Urban,44,83,72,97,67,31,Tertiary,5124,No,Healthcare,Healthcare,Music,STEM
S0076,16,Male,Private,Urban,69,65,78,53,44,27,Secondary,7691,Yes,STEM,Technology,Music,Business
S0077,15,Male,Private,Urban,80,59,100,69,47,15,Primary,5051,Yes,Humanities,Healthcare,None,STEM
S0078,18,Male,Public,Rural,41,44,56,60,64,28,Secondary,9787,No,Arts,Technology,None,STEM
S0079,18,Male,Public,Urban,59,83,70,65,66,28,Tertiary,2004,Yes,Arts,Arts,Science Club,Healthcare
S0080,18,Female,Private,Urban,54,56,77,88,85,5,Tertiary,7222,No,STEM,Technology,Entrepreneurship Club,Arts
S0081,19,Male,Public,Rural,88,99,41,90,62,27,Tertiary,7315,Yes,STEM,Business,Entrepreneurship Club,Healthcare
S0082,15,Female,Private,Urban,69,48,100,91,69,27,Tertiary,6869,Yes,Business,Technology,None,Healthcare
S0083,19,Male,Private,Rural,49,77,41,45,84,19,Tertiary,2876,No,Humanities,Education,Sports,Business
S0084,19,Female,Public,Urban,59,50,69,47,86,12,Secondary,2991,Yes,Healthcare,Business,Science Club,Business
S0085,15,Male,Public,Urban,74,61,45,86,62,23,Secondary,9027,Yes,Healthcare,Healthcare,Science Club,Arts
S0086,15,Female,Public,Rural,43,54,42,76,88,14,Primary,9517,Yes,Healthcare,Arts,Sports,STEM
S0087,15,Female,Public,Urban,59,44,76,88,86,22,Primary,6142,No,Humanities,Education,Entrepreneurship Club,Humanities
S0088,15,Female,Private,Rural,49,100,86,51,59,28,Tertiary,9010,Yes,STEM,Technology,Entrepreneurship Club,Humanities
S0089,18,Female,Private,Rural,39,94,65,48,57,15,Primary,8966,Yes,Arts,Business,Music,Healthcare
S0090,17,Male,Private,Rural,89,52,76,87,57,13,Secondary,9079,Yes,Humanities,Business,Science Club,Arts
S0091,17,Male,Public,Urban,99,89,93,88,41,20,Secondary,9987,Yes,Arts,Healthcare,Science Club,Healthcare
S0092,15,Male,Public,Rural,51,39,90,59,43,21,Tertiary,8799,Yes,STEM,Arts,Entrepreneurship Club,Business
S0093,17,Female,Private,Rural,75,52,59,54,69,21,Secondary,6364,Yes,STEM,Business,Entrepreneurship Club,Healthcare
S0094,17,Male,Private,Rural,69,82,71,91,72,5,Secondary,6465,Yes,STEM,Education,Science Club,STEM
S0095,15,Male,Private,Urban,71,85,93,73,75,13,Primary,2635,No,Business,Healthcare,Science Club,STEM
S0096,17,Male,Public,Rural,47,68,92,73,57,15,Tertiary,7225,No,Humanities,Arts,Entrepreneurship Club,Humanities
S0097,19,Female,Public,Rural,74,96,64,45,76,18,Tertiary,3693,Yes,Arts,Arts,Science Club,Arts
S0098,16,Female,Public,Rural,56,84,49,56,58,6,Tertiary,3682,Yes,Humanities,Arts,Music,Business
S0099,16,Female,Public,Rural,55,46,71,80,86,13,Secondary,6752,No,Humanities,Education,Science Club,Healthcare
S0100,15,Male,Private,Rural,55,54,45,47,67,24,Primary,2119,No,STEM,Technology,Music,Business
S0101,18,Male,Private,Rural,71,95,90,100,79,16,Secondary,2830,Yes,Business,Technology,Music,Business
S0102,15,Male,Private,Urban,100,82,93,44,59,31,Secondary,7906,Yes,STEM,Education,Entrepreneurship Club,Business
S0103,18,Female,Public,Rural,49,94,64,57,88,10,Primary,5675,No,Humanities,Business,Entrepreneurship Club,Healthcare
S0104,16,Female,Private,Rural,71,89,62,91,72,22,Tertiary,7177,Yes,Arts,Technology,Entrepreneurship Club,Business
S0105,15,Male,Public,Urban,72,58,43,88,51,21,Secondary,8070,No,STEM,Technology,Science Club,STEM
S0106,19,Female,Private,Rural,80,76,86,68,90,18,Tertiary,3369,Yes,Humanities,Healthcare,Sports,Humanities
S0107,17,Male,Private,Urban,40,79,60,90,54,6,Tertiary,2740,Yes,Healthcare,Education,None,Business
S0108,18,Male,Private,Urban,99,81,77,53,80,11,Primary,9641,No,STEM,Business,Science Club,Arts
S0109,17,Male,Private,Rural,60,64,42,84,78,25,Primary,2116,No,Arts,Business,Science Club,Healthcare
S0110,17,Male,Private,Urban,56,89,87,75,41,12,Primary,7949,No,Healthcare,Arts,Entrepreneurship Club,Business
S0111,15,Female,Private,Urban,66,42,71,56,68,18,Primary,4838,No,Business,Business,Music,Healthcare
S0112,17,Male,Private,Urban,86,63,96,67,80,18,Secondary,3150,No,STEM,Arts,None,Healthcare
S0113,19,Male,Public,Rural,40,71,49,62,49,31,Primary,9560,Yes,Arts,Arts,Sports,Arts
S0114,17,Male,Public,Rural,61,62,44,84,41,10,Secondary,3931,Yes,Business,Education,None,Humanities
S0115,15,Female,Private,Rural,72,92,46,39,90,8,Secondary,3012,No,Healthcare,Business,Music,Humanities
S0116,19,Male,Private,Rural,50,56,77,90,50,17,Secondary,3664,Yes,STEM,Technology,None,STEM
S0117,16,Male,Public,Urban,59,52,60,44,52,24,Primary,3081,No,Business,Arts,Sports,Business
S0118,17,Female,Private,Rural,40,40,75,76,49,31,Secondary,6729,Yes,Healthcare,Arts,None,Business
S0119,15,Male,Public,Rural,49,77,66,60,53,23,Primary,2512,No,Humanities,Education,Entrepreneurship Club,Humanities
S0120,16,Female,Public,Urban,89,43,67,58,57,18,Primary,9918,Yes,Healthcare,Business,Music,Business
S0121,16,Male,Public,Rural,70,66,39,51,90,22,Tertiary,4849,No,Arts,Education,Sports,STEM
S0122,18,Male,Public,Rural,95,38,50,43,93,8,Secondary,7215,No,Arts,Arts,Music,Humanities
S0123,19,Female,Private,Rural,53,81,81,79,48,18,Secondary,9805,No,Humanities,Technology,Sports,Humanities
S0124,17,Female,Public,Urban,43,82,59,67,78,17,Primary,7237,Yes,Arts,Healthcare,Music,Humanities
S0125,15,Male,Private,Urban,67,85,90,77,67,24,Tertiary,2559,No,Healthcare,Healthcare,Music,Business
S0126,18,Male,Private,Urban,59,69,77,99,42,21,Primary,5672,Yes,STEM,Technology,Music,STEM
S0127,19,Female,Public,Rural,43,41,54,69,59,25,Secondary,6583,No,Arts,Technology,Sports,Humanities
S0128,18,Female,Public,Urban,70,61,91,91,45,14,Primary,9404,Yes,Healthcare,Business,Sports,Business
S0129,19,Female,Public,Rural,59,94,56,74,66,5,Secondary,6992,Yes,Business,Education,Science Club,Business
S0130,19,Female,Public,Rural,48,76,82,82,92,23,Tertiary,5343,Yes,Arts,Business,Music,Healthcare
S0131,17,Female,Public,Urban,64,42,91,76,41,6,Secondary,7308,Yes,Healthcare,Healthcare,Science Club,STEM
S0132,19,Male,Public,Rural,90,85,57,53,68,24,Tertiary,6070,No,STEM,Arts,Science Club,Business
S0133,18,Female,Public,Urban,95,97,77,91,77,19,Secondary,6799,No,Healthcare,Healthcare,Music,Business
S0134,19,Female,Private,Rural,41,82,54,49,42,13,Primary,3470,Yes,Healthcare,Arts,Science Club,Arts
S0135,17,Female,Public,Urban,59,98,69,70,55,25,Primary,2580,Yes,Humanities,Healthcare,Science Club,Arts
S0136,17,Male,Public,Rural,55,81,86,93,69,10,Primary,8933,Yes,Humanities,Technology,None,Healthcare
S0137,18,Male,Private,Rural,94,95,64,77,79,24,Secondary,9004,No,Arts,Business,None,Healthcare
S0138,16,Female,Public,Rural,69,94,64,47,41,17,Secondary,4294,No,STEM,Healthcare,None,Business
S0139,16,Female,Private,Urban,47,69,74,72,56,13,Tertiary,5147,Yes,Healthcare,Technology,Entrepreneurship Club,Business
S0140,19,Male,Private,Rural,44,62,63,46,80,17,Secondary,6249,Yes,Healthcare,Business,Science Club,Humanities
S0141,15,Female,Public,Rural,78,58,94,40,51,5,Primary,3679,Yes,Humanities,Technology,Music,Humanities
S0142,19,Female,Private,Urban,84,67,78,39,74,23,Secondary,5506,Yes,Arts,Business,Music,Humanities
S0143,18,Female,Private,Rural,56,80,58,71,82,15,Secondary,7092,No,Healthcare,Business,Sports,STEM
S0144,18,Male,Private,Urban,74,57,98,67,40,8,Tertiary,9253,No,STEM,Healthcare,Sports,STEM
S0145,18,Male,Public,Urban,79,64,63,81,94,30,Primary,4744,Yes,STEM,Technology,Science Club,Humanities
S0146,18,Male,Private,Urban,100,65,95,38,84,20,Secondary,5356,No,Humanities,Technology,Sports,Business
S0147,18,Male,Public,Urban,92,84,48,56,54,20,Primary,6045,No,Healthcare,Healthcare,Music,Humanities
S0148,17,Female,Public,Urban,69,85,92,75,65,30,Primary,3243,No,Humanities,Healthcare,Music,Humanities
S0149,16,Female,Public,Urban,95,64,41,51,76,6,Tertiary,7188,Yes,Humanities,Healthcare,None,Arts
S0150,18,Female,Private,Urban,76,65,69,77,60,10,Tertiary,5118,Yes,Humanities,Arts,Science Club,Humanities
S0151,15,Male,Private,Urban,100,69,72,43,88,12,Secondary,7104,No,Healthcare,Business,Sports,Humanities
S0152,15,Female,Private,Rural,74,45,39,49,70,7,Tertiary,4141,Yes,STEM,Technology,Music,Arts
S0153,15,Male,Public,Urban,75,71,60,99,64,20,Secondary,7869,No,Arts,Business,Entrepreneurship Club,Humanities
S0154,15,Male,Public,Rural,94,89,49,45,62,19,Tertiary,7053,Yes,Healthcare,Education,Sports,Healthcare
S0155,17,Female,Private,Urban,71,69,89,38,63,9,Primary,5059,No,Arts,Healthcare,Entrepreneurship Club,Humanities
S0156,15,Male,Private,Urban,94,50,46,80,77,24,Secondary,6548,Yes,Humanities,Business,Sports,Arts
S0157,18,Female,Private,Urban,73,92,65,71,67,23,Primary,7323,No,Humanities,Business,Science Club,Healthcare
S0158,19,Female,Public,Urban,42,53,84,36,60,5,Tertiary,4959,No,Business,Education,Music,Humanities
S0159,15,Female,Private,Urban,62,54,39,84,93,10,Tertiary,4265,No,Humanities,Business,Music,Healthcare
S0160,17,Female,Public,Rural,63,57,68,59,82,21,Primary,8617,Yes,Humanities,Technology,Science Club,Humanities
S0161,17,Male,Public,Urban,60,93,77,45,57,18,Primary,4479,Yes,Business,Technology,Science Club,Business
S0162,15,Female,Public,Rural,49,68,61,68,75,10,Secondary,8484,No,STEM,Education,None,Humanities
S0163,19,Female,Public,Rural,47,77,89,85,74,14,Primary,6646,No,Arts,Arts,Sports,Business
S0164,15,Female,Public,Urban,81,63,77,55,84,12,Secondary,3635,Yes,Business,Business,Science Club,Business
S0165,17,Male,Public,Urban,63,51,36,39,94,23,Primary,7408,Yes,Business,Education,Science Club,Arts
S0166,16,Male,Private,Urban,47,43,45,67,48,21,Tertiary,9421,No,Healthcare,Technology,Music,Arts
S0167,18,Male,Public,Urban,91,80,67,65,92,29,Tertiary,3757,No,Humanities,Business,Entrepreneurship Club,STEM
S0168,17,Male,Public,Urban,42,50,81,74,77,7,Primary,6452,Yes,Humanities,Arts,Science Club,Business
S0169,15,Male,Private,Rural,69,89,46,54,69,27,Secondary,4070,Yes,Arts,Business,None,Business
S0170,18,Female,Private,Urban,61,80,57,72,83,10,Tertiary,7881,Yes,Humanities,Education,Sports,Business
S0171,15,Female,Private,Rural,98,91,66,46,73,15,Tertiary,8665,No,Arts,Arts,Science Club,Humanities
S0172,15,Male,Public,Rural,77,78,57,43,71,8,Tertiary,7877,Yes,STEM,Healthcare,Entrepreneurship Club,Humanities
S0173,16,Female,Private,Rural,54,64,51,49,42,25,Secondary,9267,No,Healthcare,Business,Entrepreneurship Club,Business
S0174,18,Male,Private,Urban,62,55,55,96,42,26,Primary,4849,Yes,Arts,Healthcare,Science Club,Arts
S0175,18,Male,Public,Urban,45,94,43,56,67,12,Tertiary,5251,No,Business,Technology,None,Healthcare
S0176,16,Male,Public,Urban,63,78,63,79,83,17,Tertiary,9390,Yes,Humanities,Technology,Science Club,Humanities
S0177,17,Female,Public,Rural,100,100,68,69,54,14,Tertiary,8905,No,Business,Technology,None,STEM
S0178,15,Male,Private,Rural,90,57,43,74,80,15,Tertiary,5730,Yes,Arts,Healthcare,Music,Business
S0179,19,Female,Public,Rural,81,39,58,79,62,17,Tertiary,4489,No,Healthcare,Healthcare,None,Humanities
S0180,15,Male,Private,Rural,40,88,100,56,79,27,Primary,3631,No,Healthcare,Arts,Science Club,Arts
S0181,15,Female,Private,Urban,44,71,85,99,50,19,Tertiary,4816,No,Humanities,Business,Science Club,Arts
S0182,17,Male,Private,Rural,49,64,39,82,87,14,Tertiary,3015,Yes,Arts,Business,Science Club,Healthcare
S0183,15,Female,Public,Rural,60,44,97,51,71,11,Tertiary,3348,No,Business,Technology,Music,Arts
S0184,16,Male,Public,Rural,60,40,70,42,93,29,Tertiary,6611,No,Business,Education,Sports,Humanities
S0185,16,Male,Public,Urban,92,51,85,75,75,13,Secondary,5087,Yes,Business,Education,Science Club,Arts
S0186,18,Female,Private,Urban,84,57,92,53,72,15,Secondary,4839,Yes,Humanities,Arts,Science Club,Business
S0187,19,Female,Public,Urban,58,76,74,92,63,5,Secondary,2335,Yes,Healthcare,Healthcare,Science Club,Healthcare
S0188,15,Female,Private,Urban,90,93,79,78,78,14,Primary,7878,No,Business,Business,Sports,STEM
S0189,15,Male,Private,Urban,61,55,50,86,73,13,Tertiary,8401,Yes,Humanities,Education,Science Club,Humanities
S0190,17,Female,Private,Rural,80,54,71,100,95,15,Primary,6592,No,STEM,Business,Sports,Healthcare
S0191,16,Male,Public,Rural,81,68,89,60,67,13,Secondary,2895,No,Arts,Technology,None,Humanities
S0192,19,Female,Public,Urban,70,49,89,82,76,19,Tertiary,8303,No,Arts,Healthcare,Science Club,STEM
S0193,18,Male,Private,Urban,76,90,58,100,46,22,Primary,5546,Yes,Healthcare,Business,Sports,Humanities
S0194,16,Female,Public,Rural,57,47,90,46,43,19,Secondary,2851,No,Business,Business,Sports,Business
S0195,18,Female,Public,Rural,78,60,85,40,76,5,Secondary,3687,Yes,Arts,Education,Science Club,Arts
S0196,17,Male,Public,Rural,84,80,48,62,95,22,Secondary,3931,Yes,STEM,Education,Sports,STEM
S0197,17,Female,Private,Rural,99,63,72,57,40,15,Primary,8833,Yes,STEM,Arts,Sports,Humanities
S0198,15,Male,Private,Urban,51,86,86,95,40,23,Primary,5746,No,STEM,Business,None,STEM
S0199,19,Male,Private,Urban,65,90,80,81,86,27,Tertiary,4427,Yes,STEM,Technology,Entrepreneurship Club,Business
S0200,18,Male,Private,Rural,92,57,91,74,59,23,Primary,3568,No,Humanities,Business,Science Club,Humanities
S0201,16,Female,Public,Urban,90,93,50,96,58,22,Tertiary,6000,No,Humanities,Business,Music,STEM
S0202,17,Male,Public,Urban,91,79,80,75,68,8,Secondary,7052,No,Healthcare,Technology,Sports,Healthcare
S0203,15,Male,Public,Urban,62,93,60,76,49,27,Tertiary,4738,No,Business,Business,Science Club,Arts
S0204,15,Male,Public,Urban,46,59,100,38,57,19,Primary,5498,Yes,Arts,Business,Entrepreneurship Club,Arts
S0205,18,Female,Private,Urban,78,58,67,48,67,7,Secondary,7732,No,Humanities,Business,Entrepreneurship Club,STEM
S0206,17,Male,Private,Urban,94,48,68,58,74,11,Primary,7387,No,Arts,Arts,None,Arts
S0207,19,Female,Private,Rural,85,43,77,57,82,8,Secondary,9744,No,Business,Healthcare,Music,STEM
S0208,17,Male,Private,Urban,100,66,56,95,86,6,Tertiary,7536,No,STEM,Business,Sports,Healthcare
S0209,18,Male,Private,Urban,59,69,91,96,70,17,Primary,7287,Yes,STEM,Business,Science Club,Humanities
S0210,18,Male,Private,Urban,82,75,89,64,66,27,Tertiary,5913,Yes,STEM,Education,None,Business
S0211,17,Male,Public,Rural,78,59,78,95,50,19,Primary,3066,Yes,Arts,Business,None,Humanities
S0212,18,Male,Private,Rural,84,83,87,72,88,17,Primary,9723,Yes,STEM,Business,Science Club,Arts
S0213,17,Female,Public,Urban,63,60,98,74,88,10,Secondary,6380,Yes,Business,Education,Science Club,Business
S0214,16,Male,Public,Urban,96,86,78,90,77,11,Primary,4444,Yes,STEM,Technology,None,STEM
S0215,17,Female,Public,Urban,68,69,53,79,44,28,Primary,6107,No,Healthcare,Healthcare,Entrepreneurship Club,Arts
S0216,17,Male,Public,Urban,73,62,58,41,47,14,Primary,7726,Yes,Arts,Business,Science Club,Arts
S0217,18,Female,Public,Urban,79,55,81,60,73,9,Tertiary,5373,Yes,Arts,Education,Music,Arts
S0218,18,Male,Public,Rural,64,97,85,78,87,23,Tertiary,5969,No,Healthcare,Technology,Entrepreneurship Club,Business
S0219,15,Female,Public,Urban,83,80,78,72,91,20,Primary,9420,Yes,Healthcare,Business,None,Healthcare
S0220,15,Male,Public,Urban,56,70,51,89,95,18,Secondary,4546,Yes,STEM,Arts,Science Club,STEM
S0221,16,Male,Public,Urban,84,93,60,48,51,8,Secondary,2753,Yes,STEM,Education,Entrepreneurship Club,Healthcare
S0222,15,Female,Public,Urban,85,92,62,56,77,26,Tertiary,4082,No,Humanities,Healthcare,Science Club,Humanities
S0223,17,Female,Public,Urban,51,42,87,60,40,26,Tertiary,4774,Yes,Humanities,Arts,Science Club,Arts
S0224,18,Male,Public,Urban,91,84,100,88,70,8,Tertiary,4896,Yes,Healthcare,Business,Entrepreneurship Club,Healthcare
S0225,15,Male,Private,Urban,43,100,79,62,43,29,Tertiary,6185,Yes,Healthcare,Education,Sports,Business
S0226,15,Male,Private,Rural,78,43,91,100,88,25,Tertiary,2775,Yes,Arts,Healthcare,Music,Healthcare
S0227,16,Male,Private,Urban,45,60,85,66,84,10,Secondary,8748,No,Business,Technology,None,Business
S0228,16,Female,Private,Urban,40,89,82,61,89,26,Primary,9113,No,Arts,Arts,Sports,Healthcare
S0229,17,Male,Private,Urban,100,75,55,67,44,14,Primary,3625,Yes,Business,Healthcare,Sports,Arts
S0230,18,Female,Private,Rural,92,56,54,52,69,3,Primary,5069,No,Healthcare,Arts,None,Arts
S0231,16,Male,Private,Urban,68,62,89,92,95,12,Primary,2417,Yes,STEM,Healthcare,Entrepreneurship Club,Healthcare
S0232,15,Female,Private,Urban,67,78,57,59,63,3,Tertiary,2114,Yes,STEM,Healthcare,Entrepreneurship Club,Healthcare
S0233,18,Male,Private,Urban,48,64,50,69,42,7,Tertiary,2616,No,Arts,Arts,None,Business
